Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 08/13  06:00:00,861.551609792,102.087533008,425.293029092,0.0,54.0258772165,176.889270242,463.292470669,417.579127446,28.3233498048,17.389993418
 08/13  07:00:00,858.281863514,102.087533008,418.150250203,0.0,54.0258772165,184.38654557,455.92998864,404.739995359,42.4850247072,8.70496857391
 08/13  08:00:00,926.164255337,102.087533008,405.696059741,0.0,65.1572554096,220.04316451,454.788358528,380.683827733,56.6466996096,17.457831185
 08/13  09:00:00,905.304471032,102.087533008,391.212695614,0.0,65.1572554096,212.545889182,407.448537677,347.433422307,42.4850247072,17.5300906626
 08/13  10:00:00,902.360882512,102.087533008,379.813686709,0.0,65.1572554096,220.04316451,411.04696986,313.84325713,70.808374512,26.3953382189
 08/13  11:00:00,897.56169949,102.087533008,373.466160267,0.0,65.1572554096,220.04316451,397.253216667,300.050922817,70.808374512,26.3939193387
 08/13  12:00:00,894.496812347,102.087533008,371.429062169,0.0,65.1572554096,220.04316451,395.165233377,297.9642921,70.808374512,26.3925667651
 08/13  13:00:00,886.689900708,102.087533008,371.041783714,0.0,65.1572554096,212.545889182,378.773442017,295.730609069,56.6466996096,26.3961333387
 08/13  14:00:00,885.741363598,102.087533008,369.99609845,0.0,65.1572554096,212.545889182,348.358205228,279.478495632,42.4850247072,26.3946848887
 08/13  15:00:00,886.059998282,102.087533008,370.325803658,0.0,65.1572554096,212.545889182,351.533396141,268.49336792,56.6466996096,26.3933286116
 08/13  16:00:00,862.964694361,102.087533008,372.657323483,0.0,65.1572554096,220.04316451,380.876738018,269.5118992,84.9700494144,26.3947894037
 08/13  17:00:00,819.202119448,102.087533008,375.499671189,0.0,54.0258772165,184.38654557,389.106874296,286.606711729,84.9700494144,17.5301131517
 08/13  18:00:00,792.888187047,102.087533008,379.641048531,0.0,44.4937663224,163.454314868,438.48158349,336.120630456,84.9700494144,17.3909036191
 08/13  19:00:00,793.660452365,102.087533008,387.660854176,0.0,44.4937663224,155.95703954,436.322992555,370.970846836,56.6466996096,8.70544610936
 08/13  20:00:00,785.538518295,102.087533008,396.293292416,0.0,44.4937663224,124.558693486,506.277265544,432.239595449,56.6466996096,17.390970486
 08/13  21:00:00,789.109788189,102.087533008,400.640566096,0.0,44.4937663224,124.558693486,499.814906432,448.624409217,42.4850247072,8.70547250764
 08/13  22:00:00,785.032190093,102.087533008,407.21385285,0.0,34.9616554283,124.558693486,516.810468183,471.096100315,28.3233498048,17.3910180636
 08/13  23:00:00,791.287146767,102.087533008,412.961793451,0.0,34.9616554283,124.558693486,505.025160922,482.15798956,14.1616749024,8.7054964598
 08/13  24:00:00,794.792932413,102.087533008,430.327931822,0.0,34.9616554283,113.312780494,514.85365847,491.797804268,5.66466996096,17.3911842404
 08/14  01:00:00,800.407033601,102.087533008,424.672465782,0.0,46.0930336215,113.312780494,509.932186397,495.561990328,5.66466996096,8.70552610819
 08/14  02:00:00,799.593201912,102.087533008,423.472609887,0.0,46.0930336215,113.312780494,522.353703881,499.297903993,5.66466996096,17.3911299268
 08/14  03:00:00,807.313057585,102.087533008,431.731776362,0.0,46.0930336215,113.312780494,520.785956891,506.415731305,5.66466996096,8.70555562534
 08/14  04:00:00,894.326495243,102.087533008,428.166869085,0.0,100.150657288,148.969399434,509.762393797,486.706542348,5.66466996096,17.3911814889
 08/14  05:00:00,897.895636525,102.087533008,430.525738821,0.0,100.150657288,149.894399434,808.701167082,785.833899341,14.1616749024,8.70559283829
 08/14  06:00:00,1107.34242592,102.375643382,421.736307484,0.0,176.471037341,302.612436532,587.591762839,541.877057873,28.3233498048,17.3913551614
 08/14  07:00:00,1215.25387385,102.778911078,408.681923371,0.0,243.2593065,310.10971186,546.339796655,483.782123731,42.4850247072,20.0726482162
 08/14  08:00:00,1258.30756623,103.193073639,410.33365124,0.0,243.2593065,310.10971186,546.455280868,457.130033697,56.6466996096,32.6785475617
 08/14  09:00:00,1290.01247785,103.563611041,408.420384564,0.0,243.2593065,302.612436532,506.568459988,437.561405093,42.4850247072,26.5220301872
 08/14  10:00:00,1290.08616121,103.936281268,399.976789055,0.0,243.2593065,310.10971186,513.33344986,406.98414425,70.808374512,35.5409310976
 08/14  11:00:00,1282.52185983,104.429232909,389.905269333,0.0,243.2593065,310.10971186,492.979802601,386.560855831,70.808374512,35.6105722581
 08/14  12:00:00,1230.2229928,105.274094113,377.651123026,0.0,243.2593065,310.10971186,470.39176248,364.148171235,70.808374512,35.4352167334
 08/14  13:00:00,1263.22725609,106.294824291,376.352368236,0.0,243.2593065,302.612436532,451.132840112,358.876037365,56.6466996096,35.6101031372
 08/14  14:00:00,1264.31589909,107.397245586,376.521896416,0.0,243.2593065,302.612436532,424.85759262,346.820666545,42.4850247072,35.5519013681
 08/14  15:00:00,1263.63720163,109.021028484,374.171319407,0.0,243.2593065,302.612436532,421.351342522,329.217948983,56.6466996096,35.4866939294
 08/14  16:00:00,1272.38953148,111.185368298,374.21105051,0.0,243.2593065,310.10971186,438.230262467,317.958293263,84.9700494144,35.3019197898
 08/14  17:00:00,1276.21248095,112.548193235,376.897311341,0.0,243.2593065,310.10971186,423.753204532,321.292029449,84.9700494144,17.4911256681
 08/14  18:00:00,1023.39736071,102.087533008,401.499119089,0.0,166.938926447,199.110933808,432.561895411,330.15696308,84.9700494144,17.4348829172
 08/14  19:00:00,1031.3223679,102.087533008,417.306577026,0.0,166.938926447,191.61365848,437.496528118,372.123347693,56.6466996096,8.72648081528
 08/14  20:00:00,911.390931707,102.087533008,415.729936739,0.0,100.150657288,124.558693486,508.030431479,433.946434162,56.6466996096,17.437297707
 08/14  21:00:00,869.661270355,102.087533008,413.221983105,0.0,100.150657288,124.558693486,504.244779986,444.363625937,42.4850247072,17.3961293418
 08/14  22:00:00,802.212995071,102.087533008,413.381474842,0.0,46.0930336215,124.558693486,501.160061578,464.132400532,28.3233498048,8.70431124111
 08/14  23:00:00,806.097467519,102.087533008,416.58029338,0.0,46.0930336215,124.558693486,503.831267179,472.278402271,14.1616749024,17.3911900052
 08/14  24:00:00,800.621522182,102.087533008,424.127412763,0.0,46.0930336215,113.312780494,493.406534945,479.037523076,5.66466996096,8.70434190866
 08/15  01:00:00,796.834078387,102.087533008,420.182925601,0.0,46.0930336215,113.312780494,505.98632971,482.930399127,5.66466996096,17.3912606219
 08/15  02:00:00,794.499112522,102.087533008,417.557151823,0.0,46.0930336215,113.312780494,499.784109833,485.415071677,5.66466996096,8.70436819481
 08/15  03:00:00,794.772656283,102.087533008,417.83338809,0.0,46.0930336215,113.312780494,511.532324534,488.476330958,5.66466996096,17.3913236157
 08/15  04:00:00,898.265779782,102.087533008,429.0406252,0.0,100.150657288,148.969399434,488.599583885,474.23051911,5.66466996096,8.70439481444
 08/15  05:00:00,902.695707687,102.277336252,433.194933684,0.0,100.150657288,149.894399434,685.871200728,654.316739125,14.1616749024,17.3927867005
 08/15  06:00:00,1118.34417706,103.512684602,431.290457119,0.0,176.471037341,302.612436532,531.914750272,494.886978086,28.3233498048,8.704422381
 08/15  07:00:00,1231.03085272,104.930330356,423.633450132,0.0,243.2593065,310.10971186,523.592289345,454.80677014,42.4850247072,26.3004944978
 08/15  08:00:00,1265.23085151,105.921990649,414.954708814,0.0,243.2593065,310.10971186,519.502312671,436.432330654,56.6466996096,26.423282407
 08/15  09:00:00,1296.25384058,106.848413617,411.513486211,0.0,243.2593065,302.612436532,495.745672589,426.743692615,42.4850247072,26.5169552664
 08/15  10:00:00,1295.98572003,107.77480942,402.1128779,0.0,243.2593065,310.10971186,515.707510312,409.347996737,70.808374512,35.5511390624
 08/15  11:00:00,1284.92981512,108.689402475,387.888303311,0.0,243.2593065,310.10971186,500.953350631,385.644053378,70.808374512,44.5009227412
 08/15  12:00:00,1233.84969234,109.679636382,376.766177617,0.0,243.2593065,310.10971186,461.825108012,364.442815373,70.808374512,26.5739181275
 08/15  13:00:00,1260.08482747,110.755690915,367.776073111,0.0,243.2593065,302.612436532,448.083091453,346.932761112,56.6466996096,44.5036307321
 08/15  14:00:00,1257.18491725,112.086601824,363.120616104,0.0,243.2593065,302.612436532,407.923626902,329.90814963,42.4850247072,35.5304525643
 08/15  15:00:00,1253.41939886,114.101145013,356.98041022,0.0,243.2593065,302.612436532,402.877611178,310.763607624,56.6466996096,35.467303945
 08/15  16:00:00,1263.47351172,114.848511072,359.851532473,0.0,243.2593065,310.10971186,428.969610472,317.513005994,84.9700494144,26.4865550634
 08/15  17:00:00,1270.463958,114.735677227,367.500097727,0.0,243.2593065,310.10971186,443.610711446,341.148563886,84.9700494144,17.4920981459
 08/15  18:00:00,1017.47346785,102.087533008,394.344057716,0.0,166.938926447,199.110933808,458.645301835,356.236624502,84.9700494144,17.4386279183
 08/15  19:00:00,1028.04032214,102.087533008,409.855028186,0.0,166.938926447,191.61365848,455.249300391,381.165912132,56.6466996096,17.4366886489
 08/15  20:00:00,911.912297746,102.087533008,416.706252504,0.0,100.150657288,124.558693486,511.527468791,437.446596326,56.6466996096,17.4341728563
 08/15  21:00:00,870.603428053,102.087533008,414.668953199,0.0,100.150657288,124.558693486,498.055052821,446.861837963,42.4850247072,8.70819015155
 08/15  22:00:00,804.514032172,102.087533008,415.787086368,0.0,46.0930336215,124.558693486,512.740181852,467.025426637,28.3233498048,17.3914054107
 08/15  23:00:00,812.405784285,102.087533008,423.38936326,0.0,46.0930336215,124.558693486,499.849543181,476.982172049,14.1616749024,8.70569623025
 08/15  24:00:00,815.901315861,102.087533008,440.950948236,0.0,46.0930336215,113.312780494,507.487609532,484.431470557,5.66466996096,17.3914690134
 08/16  01:00:00,804.831281117,102.087533008,429.49787818,0.0,46.0930336215,113.312780494,501.863638823,487.49323468,5.66466996096,8.70573418169
 08/16  02:00:00,799.161667421,102.087533008,422.915220749,0.0,46.0930336215,113.312780494,511.732088224,488.67588187,5.66466996096,17.3915363928
 08/16  03:00:00,800.4844249,102.087533008,424.228605024,0.0,46.0930336215,113.312780494,506.16615756,491.795721316,5.66466996096,8.70576628275
 08/16  04:00:00,890.546582617,102.087533008,423.792728054,0.0,100.150657288,148.969399434,498.144684209,475.088418799,5.66466996096,17.391595449
 08/16  05:00:00,892.213250045,102.559445499,423.737387519,0.0,100.150657288,149.894399434,662.410967666,639.543488342,14.1616749024,8.70580442129
 08/16  06:00:00,1109.7316093,104.210343036,422.169573775,0.0,176.471037341,302.612436532,538.031418404,492.317545359,28.3233498048,17.3905232399
 08/16  07:00:00,1224.41610811,106.818561205,414.30835982,0.0,243.2593065,310.10971186,513.960849683,453.936239137,42.4850247072,17.5395858388
 08/16  08:00:00,1259.62357584,107.883524243,406.783124137,0.0,243.2593065,310.10971186,517.201183635,434.129430147,56.6466996096,26.4250538783
 08/16  09:00:00,1282.12020379,108.817154207,394.093422414,0.0,243.2593065,302.612436532,490.0094318,412.175917804,42.4850247072,35.3484892891
 08/16  10:00:00,1279.24585674,109.698057756,381.861197821,0.0,243.2593065,310.10971186,493.749601183,387.40989108,70.808374512,35.5313355919
 08/16  11:00:00,1274.11248918,110.522090466,374.214607535,0.0,243.2593065,310.10971186,474.813858508,368.405993899,70.808374512,35.5994900966
 08/16  12:00:00,1222.63120129,111.59219027,362.409423048,0.0,243.2593065,310.10971186,453.424448314,347.190020537,70.808374512,35.4260532646
 08/16  13:00:00,1254.55805439,112.870462164,359.472149847,0.0,243.2593065,302.612436532,424.666896422,332.420560145,56.6466996096,35.5996366669
 08/16  14:00:00,1249.79096048,114.101973673,353.165821281,0.0,243.2593065,302.612436532,399.747481017,321.720866528,42.4850247072,35.5415897818
 08/16  15:00:00,1248.31569032,115.72757632,350.462385266,0.0,243.2593065,302.612436532,402.758354502,310.634220758,56.6466996096,35.477434134
 08/16  16:00:00,1265.36680068,116.895924234,359.751457023,0.0,243.2593065,310.10971186,425.213067234,313.756899154,84.9700494144,26.4861186659
 08/16  17:00:00,1273.03334423,117.234644639,367.777667781,0.0,243.2593065,310.10971186,431.351644574,328.888747984,84.9700494144,17.4928471754
 08/16  18:00:00,1017.1434727,102.087533008,394.228209193,0.0,166.938926447,199.110933808,440.783668027,338.37527766,84.9700494144,17.4383409522
 08/16  19:00:00,1022.90174871,102.087533008,403.675898062,0.0,166.938926447,191.61365848,446.830781316,372.748724741,56.6466996096,17.4353569659
 08/16  20:00:00,903.500814224,102.087533008,406.899543443,0.0,100.150657288,124.558693486,503.213655272,429.129206833,56.6466996096,17.4377488288
 08/16  21:00:00,864.794042579,102.087533008,407.905174293,0.0,100.150657288,124.558693486,491.435805039,440.242816674,42.4850247072,8.7079636574
 08/16  22:00:00,800.581489478,102.087533008,411.756292589,0.0,46.0930336215,124.558693486,508.296772149,462.58230242,28.3233498048,17.3911199246
 08/16  23:00:00,803.521399819,102.087533008,413.995215532,0.0,46.0930336215,124.558693486,493.080610212,470.213380333,14.1616749024,8.70555497645
 08/16  24:00:00,798.723319978,102.087533008,422.533480584,0.0,46.0930336215,113.312780494,499.155507229,476.099530142,5.66466996096,17.3913071257
 08/17  01:00:00,791.333766721,102.087533008,414.898807783,0.0,46.0930336215,113.312780494,494.168421133,479.798154991,5.66466996096,8.70559618159
 08/17  02:00:00,794.792129539,102.087533008,418.238454799,0.0,46.0930336215,113.312780494,506.547770357,483.491821054,5.66466996096,17.3912793421
 08/17  03:00:00,796.886156705,102.087533008,420.669742959,0.0,46.0930336215,113.312780494,501.016882098,486.646576197,5.66466996096,8.70563593933
 08/17  04:00:00,886.680042691,102.087533008,420.055591211,0.0,100.150657288,148.969399434,493.070230764,470.014213262,5.66466996096,17.3913475418
 08/17  05:00:00,882.515309617,102.654993686,413.631246266,0.0,100.150657288,149.894399434,645.815031655,622.947675529,14.1616749024,8.70568122308
 08/17  06:00:00,1102.53171332,104.773443711,409.92977761,0.0,176.471037341,302.612436532,526.303326872,480.5883823,28.3233498048,17.3915947678
 08/17  07:00:00,1219.58723456,107.726555076,408.526030013,0.0,243.2593065,310.10971186,509.60924222,443.504468187,42.4850247072,23.6197493258
 08/17  08:00:00,1254.68609894,108.793408806,400.976071234,0.0,243.2593065,310.10971186,510.322385289,424.561961405,56.6466996096,29.1137242744
 08/17  09:00:00,1287.54435079,109.749510038,399.489485355,0.0,243.2593065,302.612436532,475.930549916,406.922880125,42.4850247072,26.5226450838
 08/17  10:00:00,1288.54261306,110.60456562,391.522961497,0.0,243.2593065,310.10971186,493.857423355,387.507233078,70.808374512,35.5418157651
 08/17  11:00:00,1286.13075328,111.441304759,386.653685344,0.0,243.2593065,310.10971186,479.107004315,372.687037431,70.808374512,35.6115923711
 08/17  12:00:00,1237.00795201,112.721079266,377.735824804,0.0,243.2593065,310.10971186,464.020002299,357.77550781,70.808374512,35.436119977
 08/17  13:00:00,1260.15577958,114.222758527,365.3089015,0.0,243.2593065,302.612436532,430.828754633,338.570859904,56.6466996096,35.6111951197
 08/17  14:00:00,1254.10276378,116.023720736,356.760151733,0.0,243.2593065,302.612436532,394.365032713,316.326996866,42.4850247072,35.5530111398
 08/17  15:00:00,1252.72509554,118.224912122,353.082015493,0.0,243.2593065,302.612436532,391.98121393,299.846754819,56.6466996096,35.487759502
 08/17  16:00:00,1261.27931787,120.178448005,353.268432668,0.0,243.2593065,310.10971186,414.070446227,293.797607603,84.9700494144,35.3027892093
 08/17  17:00:00,1266.14069243,121.767430391,356.889641173,0.0,243.2593065,310.10971186,397.432689508,294.971034223,84.9700494144,17.4916058707
 08/17  18:00:00,1008.21655197,102.087533008,385.707648949,0.0,166.938926447,199.110933808,412.732404286,310.327037797,84.9700494144,17.4353170755
 08/17  19:00:00,1020.38790098,102.087533008,401.841490666,0.0,166.938926447,191.61365848,412.658818137,347.285425175,56.6466996096,8.72669335235
 08/17  20:00:00,907.637372508,102.087533008,412.301369274,0.0,100.150657288,124.558693486,492.581937587,418.497435983,56.6466996096,17.4378019942
 08/17  21:00:00,869.428771244,102.087533008,413.727123128,0.0,100.150657288,124.558693486,495.497783531,435.616174938,42.4850247072,17.3965838861
 08/17  22:00:00,802.565737092,102.087533008,414.391340878,0.0,46.0930336215,124.558693486,494.410183918,457.382311354,28.3233498048,8.70452275962
 08/17  23:00:00,811.849490674,102.087533008,423.521369427,0.0,46.0930336215,124.558693486,498.751997927,467.198658356,14.1616749024,17.3916646685
 08/17  24:00:00,803.530028281,102.087533008,428.209016154,0.0,46.0930336215,113.312780494,489.025933343,474.656703234,5.66466996096,8.7045601481
 08/18  01:00:00,802.09302574,102.087533008,426.727671644,0.0,46.0930336215,113.312780494,502.612382579,479.555954811,5.66466996096,17.3917578068
